Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",250,260,10,4.0,80,180,270,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,17-3011,Architectural and Civil Drafters,30,30,0,0.0,10,20,30,27.13,56435.0,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,17-3023,Electrical and Electronics Engineering Technicians,30,30,0,0.0,10,20,30,44.56,92666.0,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,17-3025,Environmental Engineering Technicians,40,40,0,0.0,10,30,40,26.0,54065.0,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,17-3029,"Engineering Technicians, Except Drafters, All Other",30,30,0,0.0,10,20,30,29.000779941373487,60176.83396147404,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,17-3031,Surveying and Mapping Technicians,30,30,0,0.0,10,30,40,31.17,64842.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,2,19-0000,"Life, Physical, and Social Science Occupations",2440,2450,10,0.4,580,2120,2710,27.36,56905.0,No information available,<5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,19-1000,Life Scientists,460,470,10,2.2,80,380,470,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1013,Soil and Plant Scientists,40,40,0,0.0,10,30,40,32.06,66690.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1023,Zoologists and Wildlife Biologists,60,60,0,0.0,10,50,60,33.62,69928.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1029,"Biological Scientists, All Other",110,110,0,0.0,20,80,100,35.02,72819.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1031,Conservation Scientists,90,100,10,11.1,20,80,110,36.04,74954.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1032,Foresters,90,100,10,11.1,20,80,110,31.2,64882.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-1042,"Medical Scientists, Except Epidemiologists",50,50,0,0.0,10,40,50,55.03,114443.0,Doctoral or professional degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,19-2000,Physical Scientists,220,230,10,4.5,40,200,250,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-2041,"Environmental Scientists and Specialists, Including Health",120,130,10,8.3,20,110,140,40.86,84974.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-2043,Hydrologists,40,50,10,25.0,10,40,60,31.95,66445.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,19-3000,Social Scientists and Related Workers,190,200,10,5.3,40,130,180,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-3031,"Clinical, Counseling, and School Psychologists",100,100,0,0.0,20,50,70,48.93,101777.0,Doctoral or professional degree,≥5 years,Internship/residency
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-3051,Urban and Regional Planners,40,40,0,0.0,10,30,40,33.66,70010.0,Master's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-3091,Anthropologists and Archeologists,30,30,0,0.0,10,20,30,34.96,72717.0,Master's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,19-4000,"Life, Physical, and Social Science Technicians",1570,1550,-20,-1.3,410,1430,1820,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-4021,Biological Technicians,80,80,0,0.0,10,70,80,20.32,42257.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-4091,"Environmental Science and Protection Technicians, Including Health",30,30,0,0.0,10,30,40,29.000779941373487,60176.83396147404,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-4093,Forest and Conservation Technicians,1310,1260,-50,-3.8,350,1170,1470,29.000779941373487,60176.83396147404,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,19-4099,"Life, Physical, and Social Science Technicians, All Other",120,130,10,8.3,30,120,160,12.04,25056.0,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,2,21-0000,Community and Social Service Occupations,2510,2740,230,9.2,880,1870,2980,23.76,49418.0,No information available,<5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",2380,2610,230,9.7,830,1780,2840,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1012,"Educational, Guidance, School, and Vocational Counselors",180,200,20,11.1,60,130,210,21.91,45567.0,Master's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1013,Marriage and Family Therapists,80,100,20,25.0,30,60,110,25.77,53595.0,Master's degree,≥5 years,Internship/residency
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1015,Rehabilitation Counselors,190,200,10,5.3,60,130,200,14.42,30010.0,Master's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",320,390,70,21.9,120,250,440,18.7,38907.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1019,"Counselors, All Other",70,80,10,14.3,30,50,90,22.89,47600.0,Master's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1021,"Child, Family, and School Social Workers",280,310,30,10.7,90,200,320,22.17,46098.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1022,Healthcare Social Workers,80,90,10,12.5,30,60,100,29.54,61450.0,Master's degree,≥5 years,Internship/residency
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1023,Mental Health and Substance Abuse Social Workers,60,70,10,16.7,20,50,80,28.87,60041.0,Master's degree,≥5 years,Internship/residency
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1029,"Social Workers, All Other",180,180,0,0.0,50,120,170,25.29,52594.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1091,Health Educators,50,50,0,0.0,20,40,60,24.28,50500.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1092,Probation Officers and Correctional Treatment Specialists,190,200,10,5.3,40,120,170,42.47,88335.0,Bachelor's degree,≥5 years,Short-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1093,Social and Human Service Assistants,610,660,50,8.2,250,500,800,24.17,50266.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-1099,"Community and Social Service Specialists, All Other",60,70,10,16.7,30,50,90,20.49,42615.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,21-2000,Religious Workers,130,130,0,0.0,60,90,150,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-2011,Clergy,100,100,0,0.0,40,60,100,13.89,28887.0,Bachelor's degree,≥5 years,Moderate-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,21-2021,"Directors, Religious Activities and Education",30,30,0,0.0,10,20,30,17.24,35853.0,Bachelor's degree,<5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,23-1000,"Lawyers, Judges, and Related Workers",430,450,20,4.7,80,120,220,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,23-1011,Lawyers,220,230,10,4.5,50,60,120,55.59,115628.0,Doctoral or professional degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,23-1012,Judicial Law Clerks,160,160,0,0.0,20,50,70,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,23-1023,"Judges, Magistrate Judges, and Magistrates",30,30,0,0.0,10,10,20,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,Short-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,23-2000,Legal Support Workers,140,150,10,7.1,50,90,150,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,23-2091,Court Reporters,80,80,0,0.0,30,50,80,29.000779941373487,60176.83396147404,Postsecondary non-degree award,≥5 years,Short-term on-the-job training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,2,25-0000,"Education, Training, and Library Occupations",9010,9520,510,5.7,3710,4440,8660,25.99,54055.0,No information available,<5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,25-1000,Postsecondary Teachers,480,490,10,2.1,180,220,410,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",60,60,0,0.0,20,30,50,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-1194,"Vocational Education Teachers, Postsecondary",160,160,0,0.0,60,70,130,15.22,31655.0,Bachelor's degree,<5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",5280,5560,280,5.3,1700,2410,4390,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-2011,"Preschool Teachers, Except Special Education",430,400,-30,-7.0,170,250,390,15.49,32206.0,Associate's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-2012,"Kindergarten Teachers, Except Special Education",190,200,10,5.3,80,120,210,29.000779941373487,66793.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-2021,"Elementary School Teachers, Except Special Education",2530,2690,160,6.3,810,1110,2080,29.000779941373487,73861.0,Bachelor's degree,≥5 years,No Training
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1310,1390,80,6.1,380,570,1030,29.000779941373487,70439.0,Bachelor's degree,≥5 years,No Training
